1112517.0000,1112600.3900,1111774.0000,1112082.9200,1568620920
1111997.4369,1112353.9185,1111890.0800,1112130.0000,1568620980
1112130.0000,1112358.0000,1112130.0000,1112295.0000,1568621040
1112358.0000,1112358.0000,1112043.9900,1112208.0000,1568621100
1112099.0557,1112104.0000,1111701.7000,1111878.9600,1568621160
1111896.9166,1112042.6000,1111729.1000,1112011.7566,1568621220
1111943.7400,1112441.1000,1111880.8570,1112326.0000,1568621280
1112263.5000,1112263.5000,1112014.4300,1112014.4300,1568621340
1112081.5571,1112203.6926,1111945.0000,1112122.7336,1568621400
1112203.6926,1112491.0300,1112166.0000,1112415.1637,1568621460
1112373.4700,1112597.0000,1112227.5782,1112267.5842,1568621520
1112220.0000,1112326.1328,1112091.0200,1112197.5688,1568621580
1112200.4560,1112256.0000,1111939.6700,1112239.0000,1568621640
1112135.0000,1112358.0000,1112028.0000,1112264.9832,1568621700
1112355.7244,1112396.0000,1112096.0299,1112355.0000,1568621760
1112352.0000,1112359.0000,1111940.0000,1112236.9669,1568621820
1112149.1000,1112343.5929,1112119.0000,1112124.4000,1568621880
1112118.0000,1112263.0000,1112001.0000,1112132.0387,1568621940
1112169.0000,1112445.8500,1112025.3600,1112395.9900,1568622000
1112414.4100,1113644.0000,1112414.4100,1112833.0000,1568622060
1112935.5900,1112964.6400,1112362.0000,1112801.0000,1568622120
1112688.8451,1112995.0000,1112515.0000,1112549.3200,1568622180
1112723.0000,1113206.0000,1112554.1800,1113134.0000,1568622240
1113206.0000,1113227.0650,1112984.0000,1112987.9300,1568622300
15351.2200,1546270020
415301.6000,415733.1200,414900.0000,415467.0000,1546270080
415464.9800,416151.0000,415341.2700,416151.0000,1546270140
416029.3800,416151.5800,415427.0000,415899.2300,1546270200
416075.4200,416523.0000,415811.0000,415991.7792,1546270260
415988.6700,416230.5500,415449.0000,415829.7900,1546270320
415866.4300,416150.0000,415449.0000,416020.0000,1546270380
415771.3200,415974.0000,415262.7400,415626.1700,1546270440
415766.3680,416150.0000,415661.0000,415707.2800,1546270500
415640.5264,416298.0000,415488.2200,416035.0842,1546270560
416031.4180,416392.5673,416000.0000,416329.0000,1546270620
416215.1400,416531.0000,416026.0100,416181.6700,1546270680
416028.1100,416099.3700,415514.0404,415570.0000,1546270740
415571.0000,416056.0000,415159.0000,415769.6300,1546270800
415940.9800,416077.0000,415757.7600,416076.0000,1546270860
416073.0000,416073.0000,415097.4820,415460.0000,1546270920
415513.9900,415698.0000,415119.6800,415430.8800,1546270980
415260.4000,415854.0000,415033.8500,415563.0000,1546271040
415563.0000,416027.0000,415104.0000,415453.0000,1546271100
415610.5600,415714.5624,415262.8100,415714.5624,1546271160
415466.3200,415714.5624,415200.5700,415200.5700,1546271220
415299.6400,415536.0000,414901.0000,414901.0000,1546271280
414901.0000,415246.0500,413215.7432,415049.9900,1546271340
415245.0300,415416.0000,415028.1800,415295.3999,1546271400
415407.0000,415407.0000,415175.6900,415317.9000,1546271460
415176.0000,415417.7600,415175.6900,415367.0000,1546271520
415369.0000,415459.9900,415270.4200,415307.2800,1546271580
415440.0000,415440.0000,415014.6200,415014.6200,1546271640
415118.8400,415118.8400,414693.0000,415042.9901,1546271700
415041.9800,415128.7783,414887.6300,415112.0600,1546271760
415128.7783,415159.0500,415013.0000,415022.8200,1546271820
